Route Number,Route Direction,Stops,City Name,Date,Stop Time 1,Stop Time 2,Stop Time 3,Stop Time 4,Stop Time 5,Stop Time 6,Stop Time 7,Stop Time 8,Stop Time 9,Stop Time 10,Stop Time 11,Stop Time 12,Stop Time 13,Stop Time 14,Stop Time 15,Stop Time 16,Stop Time 17,Stop Time 18,Stop Time 19,Stop Time 20,Stop Time 21,Stop Time 22,Stop Time 23,Stop Time 24,Stop Time 25,Stop Time 26,Stop Time 27,Stop Time 28,Stop Time 29,Stop Time 30,Stop Time 31,Stop Time 32,Stop Time 33,Stop Time 34,Stop Time 35,Stop Time 36,Stop Time 37,Stop Time 38,Stop Time 39,Stop Time 40,Stop Time 41,Stop Time 42,Stop Time 43,Stop Time 44,Stop Time 45,Stop Time 46,Stop Time 47,Stop Time 48,Stop Time 49,Stop Time 50,Stop Time 51,Stop Time 52,Stop Time 53,Stop Time 54,Stop Time 55,Stop Time 56,Stop Time 57,Stop Time 58,Stop Time 59,Stop Time 60,Stop Time 61,Stop Time 62,Stop Time 63,Stop Time 64,Stop Time 65,Stop Time 66,Stop Time 67,Stop Time 68,Stop Time 69,Stop Time 70,Stop Time 71,Stop Time 72,Stop Time 73,Stop Time 74,Stop Time 75,Stop Time 76,Stop Time 77,Stop Time 78,Stop Island,Time_Count,Stops - City Name - Stop Island,Longitude_Final,Latitude_Final,Bus_Stop_ID,Next_Bus_Stop_ID,Bus_Stop_Next_Bus_Stop,Bus_Terminal
106,Mater Dei - Attard,Blanzuni,H'Attard,"Monday, Tuesday, Wednesday, Thursday, Friday",05:43,06:43,07:46,08:46,09:46,10:46,11:46,12:46,13:46,14:46,15:46,16:46,17:46,18:43,19:43,20:43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MALTA STOP,16,Blanzuni - H'Attard - MALTA STOP,14.4369565,35.8922085,Stop_653,Stop_654,Stop_653_to_Stop_654,0
106,Mater Dei - Attard,Marg,H'Attard,"Monday, Tuesday, Wednesday, Thursday, Friday",05:48,06:48,07:52,08:52,09:52,10:52,11:52,12:52,13:52,14:52,15:52,16:52,17:52,18:48,19:48,20:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MALTA STOP,16,Marg - H'Attard - MALTA STOP,14.4355813,35.8934338,Stop_659,,,1
181,Mater Dei - Dingli,Baslija,Had-Dingli,"Monday, Tuesday, Wednesday, Thursday, Friday",06:53,07:58,08:53,09:53,10:53,12:05,13:05,14:05,15:05,16:05,17:05,18:05,19:05,19:46,20:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MALTA STOP,15,Baslija - Had-Dingli - MALTA STOP,14.387514,35.8630708,Stop_623,Stop_624,Stop_623_to_Stop_624,0
181,Mater Dei - Dingli,Dingli,Had-Dingli,"Monday, Tuesday, Wednesday, Thursday, Friday",07:00,08:05,09:00,10:00,11:00,12:13,13:13,14:13,15:13,16:13,17:13,18:13,19:13,19:52,20:52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MALTA STOP,15,Dingli - Had-Dingli - MALTA STOP,14.3830073,35.8607604,Stop_633,,,1
182,Mater Dei - Mtarfa,Antoine,L-Imtarfa,"Monday, Tuesday, Wednesday, Thursday, Friday",07:20,08:28,09:25,10:25,11:25,12:25,13:25,14:25,15:25,16:25,17:28,18:20,19:20,20:13,21:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MALTA STOP,15,Antoine - L-Imtarfa - MALTA STOP,14.391536,35.8866815,Stop_605,Stop_606,Stop_605_to_Stop_606,0
182,Mater Dei - Mtarfa,Qlejgha,L-Imtarfa,"Monday, Tuesday, Wednesday, Thursday, Friday",07:25,08:33,09:30,10:30,11:30,12:30,13:30,14:30,15:30,16:30,17:33,18:25,19:25,20:17,21:17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MALTA STOP,15,Qlejgha - L-Imtarfa - MALTA STOP,14.4010417,35.8939544,Stop_612,,,1
233,Mater Dei - Swieqi,Sirk,Is-Swieqi,"Monday, Tuesday, Wednesday, Thursday, Friday",06:37,07:37,08:46,09:46,10:46,11:46,12:46,13:46,14:46,15:46,16:46,17:46,18:46,19:35,20:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MALTA STOP,15,Sirk - Is-Swieqi - MALTA STOP,14.4856355,35.9228477,Stop_357,Stop_358,Stop_357_to_Stop_358,0
233,Mater Dei - Swieqi,Xaghrat,Is-Swieqi,"Monday, Tuesday, Wednesday, Thursday, Friday",06:45,07:45,08:55,09:55,10:55,11:55,12:55,13:55,14:55,15:55,16:55,17:55,18:55,19:42,20:42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MALTA STOP,15,Xaghrat - Is-Swieqi - MALTA STOP,14.4714245,35.9192709,Stop_365,,,1
