Route Number,Route Direction,Stops,City Name,Date,Stop Time 1,Stop Time 2,Stop Time 3,Stop Time 4,Stop Time 5,Stop Time 6,Stop Time 7,Stop Time 8,Stop Time 9,Stop Time 10,Stop Time 11,Stop Time 12,Stop Time 13,Stop Time 14,Stop Time 15,Stop Time 16,Stop Time 17,Stop Time 18,Stop Time 19,Stop Time 20,Stop Time 21,Stop Time 22,Stop Time 23,Stop Time 24,Stop Time 25,Stop Time 26,Stop Time 27,Stop Time 28,Stop Time 29,Stop Time 30,Stop Time 31,Stop Time 32,Stop Time 33,Stop Time 34,Stop Time 35,Stop Time 36,Stop Time 37,Stop Time 38,Stop Time 39,Stop Time 40,Stop Time 41,Stop Time 42,Stop Time 43,Stop Time 44,Stop Time 45,Stop Time 46,Stop Time 47,Stop Time 48,Stop Time 49,Stop Time 50,Stop Time 51,Stop Time 52,Stop Time 53,Stop Time 54,Stop Time 55,Stop Time 56,Stop Time 57,Stop Time 58,Stop Time 59,Stop Time 60,Stop Time 61,Stop Time 62,Stop Time 63,Stop Time 64,Stop Time 65,Stop Time 66,Stop Time 67,Stop Time 68,Stop Time 69,Stop Time 70,Stop Time 71,Stop Time 72,Stop Time 73,Stop Time 74,Stop Time 75,Stop Time 76,Stop Time 77,Stop Time 78,Stop Island,Time_Count,Stops - City Name - Stop Island,Longitude_Final,Latitude_Final,Bus_Stop_ID,Next_Bus_Stop_ID,Bus_Stop_Next_Bus_Stop,Bus_Terminal
45,Bugibba - Valletta,Bugibba Bay 4,Bugibba,Saturday,05:25,05:55,06:25,06:55,07:25,07:55,08:25,08:55,09:25,09:55,10:25,10:55,11:25,11:55,12:25,12:55,13:25,13:55,14:25,14:55,15:25,15:55,16:25,16:55,17:25,17:55,18:25,18:55,19:25,19:55,20:25,20:55,21:25,21:55,22:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MALTA STOP,35,Bugibba Bay 4 - Bugibba - MALTA STOP,14.419392,35.9545947,Stop_540,Stop_159,Stop_540_to_Stop_159,1
46,Valletta - Gharghur,Marzu,Hal Gharghur,Saturday,06:20,07:20,08:20,09:20,10:20,11:30,12:30,13:18,14:18,15:18,16:18,17:18,18:18,19:18,20:15,21:15,22:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MALTA STOP,17,Marzu - Hal Gharghur - MALTA STOP,14.4545424,35.9248856,Stop_551,,,1
51,Valletta - Mtarfa,Valletta C2,Il-Belt Valletta,Saturday,05:40,06:10,06:40,07:10,07:40,08:10,08:40,09:10,09:40,10:10,10:40,11:10,11:40,12:10,12:40,13:10,13:40,14:10,14:40,15:10,15:40,16:10,16:40,17:10,17:40,18:10,18:40,19:10,19:40,20:10,20:40,21:40,22:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MALTA STOP,33,Valletta C2 - Il-Belt Valletta - MALTA STOP,14.5100364,35.8941176,Stop_590,Stop_224,Stop_590_to_Stop_224,1
54,Valletta - Attard,Valletta C3,Il-Belt Valletta,Saturday,05:35,06:05,06:35,07:05,07:35,08:05,08:35,09:05,09:35,10:05,10:35,11:05,11:35,12:05,12:35,13:05,13:35,14:05,14:35,15:05,15:35,16:05,16:35,17:05,17:35,18:05,18:35,19:05,19:35,20:05,20:35,21:05,21:35,22:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MALTA STOP,34,Valletta C3 - Il-Belt Valletta - MALTA STOP,14.5098178,35.894068,Stop_642,Stop_328,Stop_642_to_Stop_328,1
58,Valletta - Birkirkara,Valletta C1,Il-Belt Valletta,Saturday,05:50,06:50,07:50,08:50,09:50,10:50,11:50,12:50,13:50,14:50,15:50,16:50,17:50,18:50,19:50,20:50,21:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MALTA STOP,17,Valletta C1 - Il-Belt Valletta - MALTA STOP,14.5102076,35.8941582,Stop_575,Stop_224,Stop_575_to_Stop_224,1
58,Valletta - Birkirkara,Birkirkara 1,Birkirkara,Saturday,06:06,07:06,08:06,09:06,10:06,11:06,12:06,13:06,14:06,15:06,16:06,17:06,18:06,19:06,20:06,21:04,22:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MALTA STOP,17,Birkirkara 1 - Birkirkara - MALTA STOP,14.4650942,35.8953244,Stop_688,,,1
61,Valletta - Zebbug,Valletta C4,Il-Belt Valletta,Saturday,05:30,06:00,06:30,07:00,07:30,08:00,08:30,09:00,09:30,10:00,10:30,11:00,11:30,12:00,12:30,13:00,13:30,14:00,14:30,15:00,15:30,16:00,16:30,17:00,17:30,18:00,18:30,19:00,19:30,20:00,20:30,21:00,21:30,22:00,22:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MALTA STOP,35,Valletta C4 - Il-Belt Valletta - MALTA STOP,14.5096322,35.8940369,Stop_689,Stop_224,Stop_689_to_Stop_224,1
61,Valletta - Zebbug,Kandlora,Haz-Zebbug,Saturday,06:15,06:45,07:15,07:45,08:15,08:45,09:15,09:45,10:20,10:50,11:20,11:50,12:12,12:42,13:12,13:42,14:12,14:42,15:12,15:42,16:12,16:42,17:12,17:42,18:12,18:42,19:12,19:42,20:12,20:42,21:12,21:42,22:12,22:42,23:12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MALTA STOP,35,Kandlora - Haz-Zebbug - MALTA STOP,14.4339403,35.870021,Stop_717,,,1
62,Valletta - Siggiewi,Valletta C5,Il-Belt Valletta,Saturday,05:35,06:05,06:35,07:05,07:35,08:05,08:35,09:05,09:35,10:05,10:35,11:05,11:35,12:05,12:35,13:05,13:35,14:05,14:35,15:05,15:35,16:05,16:35,17:05,17:35,18:05,18:35,19:05,19:35,20:05,20:35,21:05,21:35,22:05,22:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MALTA STOP,35,Valletta C5 - Il-Belt Valletta - MALTA STOP,14.5094924,35.8939926,Stop_727,Stop_224,Stop_727_to_Stop_224,1
63,Valletta - Qormi Harifa,Valletta C6,Il-Belt Valletta,Saturday,06:05,07:05,08:05,09:05,10:05,11:05,12:05,13:05,14:05,15:05,16:05,17:05,18:05,19:05,20:05,21:05,22:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MALTA STOP,17,Valletta C6 - Il-Belt Valletta - MALTA STOP,14.5093034,35.8939313,Stop_752,Stop_224,Stop_752_to_Stop_224,1
